,date_cal,rain_cal,Q_obs_cal,Q_sim_cal
0,2001/ 1/ 1,0.12,0.6,0.6
1,2001/ 1/ 2,0.13,41.0,15.356
2,2001/ 1/ 3,0.0,27.73,12.891
3,2001/ 1/ 4,0.11,14.47,11.246
4,2001/ 1/ 5,0.0,1.2,9.967
5,2001/ 1/ 6,0.21,2.8,8.877
6,2001/ 1/ 7,6.8,7.2,7.902
7,2001/ 1/ 8,7.16,5.9,7.014
8,2001/ 1/ 9,2.88,5.75,6.2
9,2001/ 1/10,0.38,5.6,5.452
10,2001/ 1/11,0.3,1.8,4.757
11,2001/ 1/12,0.0,35.5,4.12
12,2001/ 1/13,0.0,19.25,3.531
13,2001/ 1/14,0.0,3.0,2.989
14,2001/ 1/15,0.0,7.3,2.988
15,2001/ 1/16,0.0,3.7,2.986
16,2001/ 1/17,0.01,0.1,2.984
17,2001/ 1/18,0.17,1.0,2.982
18,2001/ 1/19,0.17,0.9,2.98
19,2001/ 1/20,0.73,6.3,2.978
20,2001/ 1/21,0.12,3.6,2.976
21,2001/ 1/22,0.12,0.9,2.974
22,2001/ 1/23,0.08,0.1,2.972
23,2001/ 1/24,0.12,5.1,2.97
24,2001/ 1/25,0.26,3.5,2.968
25,2001/ 1/26,0.76,4.9,2.966
26,2001/ 1/27,1.72,2.2,2.963
27,2001/ 1/28,0.05,1.2,2.961
28,2001/ 1/29,0.12,31.6,2.959
29,2001/ 1/30,0.5,23.23,2.957
30,2001/ 1/31,1.66,14.87,2.955
31,2001/ 2/ 1,0.93,6.5,2.953
32,2001/ 2/ 2,0.0,2.3,2.951
33,2001/ 2/ 3,0.07,2.4,2.949
34,2001/ 2/ 4,0.43,2.4,2.947
35,2001/ 2/ 5,0.12,2.45,2.945
36,2001/ 2/ 6,0.12,2.5,2.943
37,2001/ 2/ 7,0.12,7.7,2.941
38,2001/ 2/ 8,0.01,5.05,2.939
39,2001/ 2/ 9,0.08,2.4,2.937
40,2001/ 2/10,0.04,5.1,2.935
41,2001/ 2/11,0.0,7.2,2.933
42,2001/ 2/12,0.0,4.75,2.931
43,2001/ 2/13,0.0,2.3,2.929
44,2001/ 2/14,0.4,3.7,2.927
45,2001/ 2/15,11.82,9.8,2.925
46,2001/ 2/16,1.42,5.7,2.923
47,2001/ 2/17,0.41,1.3,2.921
48,2001/ 2/18,0.98,4.65,2.919
49,2001/ 2/19,1.63,8.0,2.917
50,2001/ 2/20,0.0,2.2,2.916
51,2001/ 2/21,0.0,7.9,2.915
52,2001/ 2/22,0.0,4.5,2.914
53,2001/ 2/23,6.61,12.7,2.913
54,2001/ 2/24,5.21,12.3,2.912
55,2001/ 2/25,0.42,10.9,2.911
56,2001/ 2/26,1.69,0.8,2.909
57,2001/ 2/27,2.0,12.9,2.908
58,2001/ 2/28,3.37,6.7,2.85
59,2001/ 3/ 1,1.42,13.2,2.708
60,2001/ 3/ 2,0.01,9.1,3.414
61,2001/ 3/ 3,2.67,16.9,6.191
62,2001/ 3/ 4,1.08,24.9,4.873
63,2001/ 3/ 5,0.19,7.0,3.779
64,2001/ 3/ 6,0.2,13.4,3.724
65,2001/ 3/ 7,0.58,18.6,3.648
66,2001/ 3/ 8,0.07,4.4,3.647
67,2001/ 3/ 9,2.19,9.3,3.646
68,2001/ 3/10,4.69,13.9,3.645
69,2001/ 3/11,0.47,12.0,3.644
70,2001/ 3/12,0.08,4.8,3.642
71,2001/ 3/13,0.0,6.9,3.641
72,2001/ 3/14,0.64,8.2,6.045
73,2001/ 3/15,0.28,27.9,8.864
74,2001/ 3/16,0.01,57.1,10.876
75,2001/ 3/17,0.0,48.0,14.528
76,2001/ 3/18,0.0,45.8,18.801
77,2001/ 3/19,0.0,54.8,23.042
78,2001/ 3/20,0.0,64.0,130.488
79,2001/ 3/21,0.0,105.2,164.951
80,2001/ 3/22,0.0,85.6,106.227
81,2001/ 3/23,0.0,94.5,70.443
82,2001/ 3/24,0.0,69.4,51.579
83,2001/ 3/25,0.0,63.4,42.617
84,2001/ 3/26,0.01,82.5,35.064
85,2001/ 3/27,0.85,51.5,28.969
86,2001/ 3/28,2.33,49.1,25.249
87,2001/ 3/29,0.05,36.2,21.453
88,2001/ 3/30,1.42,24.5,18.438
89,2001/ 3/31,0.04,34.6,15.459
90,2001/ 4/ 1,0.0,15.6,12.885
91,2001/ 4/ 2,0.13,25.9,11.14
92,2001/ 4/ 3,0.1,21.3,9.838
93,2001/ 4/ 4,0.0,11.5,9.229
94,2001/ 4/ 5,0.0,18.1,9.692
95,2001/ 4/ 6,0.01,30.6,8.712
96,2001/ 4/ 7,0.0,34.4,7.833
97,2001/ 4/ 8,0.0,31.5,7.373
98,2001/ 4/ 9,0.0,22.9,6.882
99,2001/ 4/10,0.0,69.1,6.412
100,2001/ 4/11,10.85,55.0,17.993
101,2001/ 4/12,0.47,49.0,21.721
102,2001/ 4/13,0.69,40.2,21.701
103,2001/ 4/14,5.53,45.5,26.052
104,2001/ 4/15,0.0,40.5,25.11
105,2001/ 4/16,0.0,28.8,21.873
106,2001/ 4/17,0.0,48.7,17.797
107,2001/ 4/18,0.0,15.7,13.502
108,2001/ 4/19,0.09,39.6,10.296
109,2001/ 4/20,0.0,16.2,8.116
110,2001/ 4/21,0.09,24.3,7.75
111,2001/ 4/22,0.14,18.2,7.275
112,2001/ 4/23,0.0,16.3,6.825
113,2001/ 4/24,0.0,21.4,6.403
114,2001/ 4/25,0.0,19.1,6.01
115,2001/ 4/26,0.0,1.6,5.631
116,2001/ 4/27,0.0,21.4,5.272
117,2001/ 4/28,0.0,6.4,4.959
118,2001/ 4/29,0.0,23.0,4.64
119,2001/ 4/30,0.0,15.7,4.309
120,2001/ 5/ 1,0.15,1.7,4.028
121,2001/ 5/ 2,0.6,10.3,3.765
122,2001/ 5/ 3,0.0,5.1,3.765
123,2001/ 5/ 4,0.19,17.1,3.763
124,2001/ 5/ 5,0.0,13.35,3.762
125,2001/ 5/ 6,0.35,9.6,3.761
126,2001/ 5/ 7,2.74,6.3,3.134
127,2001/ 5/ 8,0.71,6.7,2.621
128,2001/ 5/ 9,1.78,10.1,2.652
129,2001/ 5/10,0.0,13.3,2.651
130,2001/ 5/11,0.01,13.77,2.65
131,2001/ 5/12,0.0,14.23,2.649
132,2001/ 5/13,0.0,14.7,2.647
133,2001/ 5/14,0.0,13.93,2.646
134,2001/ 5/15,0.0,13.17,2.644
135,2001/ 5/16,0.0,12.4,2.643
136,2001/ 5/17,0.03,8.05,2.641
137,2001/ 5/18,0.0,3.7,2.639
138,2001/ 5/19,0.0,12.5,2.638
139,2001/ 5/20,0.0,21.3,2.636
140,2001/ 5/21,0.04,4.4,2.634
141,2001/ 5/22,0.68,5.3,2.633
142,2001/ 5/23,0.03,5.06,2.631
143,2001/ 5/24,0.0,4.82,2.629
144,2001/ 5/25,0.0,4.58,2.628
145,2001/ 5/26,0.0,4.34,2.626
146,2001/ 5/27,0.0,4.1,2.624
147,2001/ 5/28,0.0,3.05,2.622
148,2001/ 5/29,0.03,2.0,2.62
149,2001/ 5/30,3.55,1.7,2.618
150,2001/ 5/31,1.59,1.4,2.617
151,2001/ 6/ 1,1.47,1.1,2.616
152,2001/ 6/ 2,0.0,0.6,2.615
153,2001/ 6/ 3,0.0,3.4,2.613
154,2001/ 6/ 4,0.0,4.8,2.612
155,2001/ 6/ 5,0.0,6.2,2.61
156,2001/ 6/ 6,0.01,4.88,2.608
157,2001/ 6/ 7,0.0,3.55,2.606
158,2001/ 6/ 8,2.86,2.22,2.604
159,2001/ 6/ 9,11.56,0.9,12.525
160,2001/ 6/10,0.05,6.3,12.364
161,2001/ 6/11,12.75,11.7,23.897
162,2001/ 6/12,3.5,18.8,28.971
163,2001/ 6/13,1.22,3.2,28.552
164,2001/ 6/14,0.12,10.5,23.684
165,2001/ 6/15,1.14,7.1,18.402
166,2001/ 6/16,0.0,3.7,12.757
167,2001/ 6/17,4.95,4.3,13.485
168,2001/ 6/18,34.94,44.0,94.007
169,2001/ 6/19,5.44,31.3,141.169
170,2001/ 6/20,0.79,32.4,114.668
171,2001/ 6/21,1.65,17.4,82.145
172,2001/ 6/22,1.7,13.9,62.151
173,2001/ 6/23,0.11,10.7,50.231
174,2001/ 6/24,5.47,17.9,49.257
175,2001/ 6/25,0.16,7.6,44.467
176,2001/ 6/26,0.0,5.1,38.2
177,2001/ 6/27,0.03,0.7,31.995
178,2001/ 6/28,1.19,12.0,27.8
179,2001/ 6/29,37.13,18.6,114.066
180,2001/ 6/30,41.76,326.5,493.419
181,2001/ 7/ 1,0.33,187.0,479.287
182,2001/ 7/ 2,0.57,103.9,158.678
183,2001/ 7/ 3,5.21,68.1,114.17
184,2001/ 7/ 4,0.05,50.6,89.203
185,2001/ 7/ 5,3.73,39.9,71.993
186,2001/ 7/ 6,0.0,40.0,62.729
187,2001/ 7/ 7,0.0,32.7,53.128
188,2001/ 7/ 8,0.0,22.0,44.778
189,2001/ 7/ 9,0.09,14.4,37.373
190,2001/ 7/10,13.1,24.8,47.789
191,2001/ 7/11,7.02,40.0,64.302
192,2001/ 7/12,0.01,32.8,64.069
193,2001/ 7/13,0.0,11.9,52.986
194,2001/ 7/14,33.31,25.5,145.337
195,2001/ 7/15,105.15,1478.2,1187.113
196,2001/ 7/16,0.07,713.4,1160.895
197,2001/ 7/17,0.0,262.7,232.471
198,2001/ 7/18,0.0,149.0,117.969
199,2001/ 7/19,0.09,90.6,85.672
200,2001/ 7/20,0.86,73.4,71.146
201,2001/ 7/21,12.15,66.4,83.9
202,2001/ 7/22,38.45,58.4,294.76
203,2001/ 7/23,39.82,1088.5,648.162
204,2001/ 7/24,0.67,341.8,505.465
205,2001/ 7/25,0.0,162.0,179.633
206,2001/ 7/26,0.34,103.1,116.735
207,2001/ 7/27,0.0,79.4,88.441
208,2001/ 7/28,5.94,62.5,81.94
209,2001/ 7/29,32.27,115.6,203.389
210,2001/ 7/30,47.1,445.9,638.209
211,2001/ 7/31,82.8,1656.8,1356.396
212,2001/ 8/ 1,22.4,1079.6,1149.969
213,2001/ 8/ 2,1.48,528.3,417.063
214,2001/ 8/ 3,3.19,300.1,202.141
215,2001/ 8/ 4,0.01,189.4,145.68
216,2001/ 8/ 5,0.05,136.2,107.801
217,2001/ 8/ 6,0.12,99.8,86.976
218,2001/ 8/ 7,16.46,107.9,112.368
219,2001/ 8/ 8,9.95,156.2,145.227
220,2001/ 8/ 9,0.17,119.6,133.828
221,2001/ 8/10,0.43,88.3,101.122
222,2001/ 8/11,0.0,68.1,80.686
223,2001/ 8/12,0.6,58.6,71.313
224,2001/ 8/13,13.6,62.8,91.628
225,2001/ 8/14,7.27,67.1,114.796
226,2001/ 8/15,4.81,103.6,120.294
227,2001/ 8/16,0.0,68.1,101.149
228,2001/ 8/17,0.0,56.0,78.041
229,2001/ 8/18,0.73,38.8,66.553
230,2001/ 8/19,0.09,43.2,58.063
231,2001/ 8/20,0.0,44.1,50.013
232,2001/ 8/21,0.2,16.2,43.093
233,2001/ 8/22,0.0,27.9,36.785
234,2001/ 8/23,0.0,19.2,31.196
235,2001/ 8/24,0.0,11.3,26.853
236,2001/ 8/25,0.0,28.5,23.8
237,2001/ 8/26,0.03,18.8,22.256
238,2001/ 8/27,0.0,15.0,20.693
239,2001/ 8/28,0.0,12.4,19.237
240,2001/ 8/29,3.52,11.5,19.955
241,2001/ 8/30,0.09,22.0,18.549
242,2001/ 8/31,0.05,7.7,16.292
243,2001/ 9/ 1,0.0,7.6,14.271
244,2001/ 9/ 2,0.95,12.6,13.241
245,2001/ 9/ 3,0.87,18.6,12.344
246,2001/ 9/ 4,0.0,6.3,11.55
247,2001/ 9/ 5,0.06,11.9,10.747
248,2001/ 9/ 6,8.18,10.6,18.663
249,2001/ 9/ 7,1.13,15.5,21.432
250,2001/ 9/ 8,2.36,14.5,23.311
251,2001/ 9/ 9,6.04,19.7,29.336
252,2001/ 9/10,6.51,62.2,37.32
253,2001/ 9/11,2.22,125.0,40.155
254,2001/ 9/12,0.0,58.3,37.772
255,2001/ 9/13,0.0,34.8,33.115
256,2001/ 9/14,0.0,34.4,28.116
257,2001/ 9/15,0.0,14.9,22.955
258,2001/ 9/16,0.0,17.6,18.139
259,2001/ 9/17,0.0,7.0,14.378
260,2001/ 9/18,0.0,18.8,11.788
261,2001/ 9/19,0.0,4.3,10.018
262,2001/ 9/20,1.05,13.8,9.348
263,2001/ 9/21,1.02,18.7,9.293
264,2001/ 9/22,0.0,25.8,8.404
265,2001/ 9/23,0.07,16.6,7.943
266,2001/ 9/24,0.06,8.7,7.468
267,2001/ 9/25,0.53,13.3,7.012
268,2001/ 9/26,0.0,3.5,6.616
269,2001/ 9/27,0.48,13.7,6.213
270,2001/ 9/28,0.25,4.3,5.855
271,2001/ 9/29,0.84,9.7,5.53
272,2001/ 9/30,16.85,15.5,27.724
273,2001/10/ 1,22.0,64.9,98.101
274,2001/10/ 2,0.0,101.2,122.977
275,2001/10/ 3,0.17,46.8,91.445
276,2001/10/ 4,0.51,28.5,65.564
277,2001/10/ 5,0.0,21.7,50.905
278,2001/10/ 6,0.0,19.8,43.513
279,2001/10/ 7,0.53,6.2,37.634
280,2001/10/ 8,1.95,13.6,34.686
281,2001/10/ 9,25.54,29.7,92.028
282,2001/10/10,31.8,262.2,317.213
283,2001/10/11,0.15,195.9,319.099
284,2001/10/12,0.0,96.0,141.211
285,2001/10/13,0.0,80.5,94.217
286,2001/10/14,0.0,39.3,69.915
287,2001/10/15,0.11,45.2,57.926
288,2001/10/16,0.0,29.5,50.13
289,2001/10/17,0.0,29.1,43.357
290,2001/10/18,0.0,25.4,37.464
291,2001/10/19,0.0,19.9,32.472
292,2001/10/20,0.0,19.7,28.252
293,2001/10/21,0.0,16.5,24.528
294,2001/10/22,0.0,18.1,21.268
295,2001/10/23,0.0,20.2,18.455
296,2001/10/24,0.0,9.1,16.211
297,2001/10/25,0.0,17.9,14.508
298,2001/10/26,0.0,16.6,13.18
299,2001/10/27,0.26,12.7,12.354
300,2001/10/28,5.32,14.8,17.759
301,2001/10/29,0.04,15.5,18.985
302,2001/10/30,0.04,18.7,18.323
303,2001/10/31,0.29,19.7,17.073
304,2001/11/ 1,0.37,14.3,15.646
305,2001/11/ 2,0.0,9.4,13.939
306,2001/11/ 3,0.0,2.8,12.244
307,2001/11/ 4,0.0,14.6,10.648
308,2001/11/ 5,1.46,10.0,10.745
309,2001/11/ 6,0.01,16.0,10.094
310,2001/11/ 7,0.0,5.6,9.163
311,2001/11/ 8,0.54,9.5,8.685
312,2001/11/ 9,4.08,7.4,11.314
313,2001/11/10,0.0,14.6,11.949
314,2001/11/11,0.0,15.5,11.67
315,2001/11/12,0.0,10.7,10.899
316,2001/11/13,0.0,6.9,9.912
317,2001/11/14,0.0,13.8,8.822
318,2001/11/15,0.0,5.6,7.725
319,2001/11/16,0.0,4.6,6.741
320,2001/11/17,0.0,11.1,6.025
321,2001/11/18,0.0,7.1,5.529
322,2001/11/19,0.0,5.7,5.169
323,2001/11/20,0.0,7.6,4.948
324,2001/11/21,0.0,8.6,4.743
325,2001/11/22,0.0,8.4,4.554
326,2001/11/23,0.0,4.7,4.38
327,2001/11/24,1.66,5.8,5.839
328,2001/11/25,0.04,7.7,5.969
329,2001/11/26,0.0,4.0,5.472
330,2001/11/27,0.05,9.2,4.775
331,2001/11/28,0.01,8.4,4.232
332,2001/11/29,1.87,7.6,5.299
333,2001/11/30,0.0,7.2,5.328
334,2001/12/ 1,0.0,0.3,4.96
335,2001/12/ 2,0.04,1.1,4.455
336,2001/12/ 3,0.01,7.9,4.007
337,2001/12/ 4,0.04,3.6,3.67
338,2001/12/ 5,0.04,1.9,3.58
339,2001/12/ 6,0.0,8.0,3.476
340,2001/12/ 7,0.0,0.7,3.381
341,2001/12/ 8,0.0,1.05,3.292
342,2001/12/ 9,0.0,1.4,3.21
343,2001/12/10,0.0,6.7,3.129
344,2001/12/11,0.0,1.2,3.052
345,2001/12/12,1.47,8.9,2.988
346,2001/12/13,0.04,0.5,2.913
347,2001/12/14,0.0,0.65,2.843
348,2001/12/15,0.0,0.8,2.772
349,2001/12/16,0.0,1.0,2.715
350,2001/12/17,0.0,4.7,2.66
351,2001/12/18,0.0,1.4,2.611
352,2001/12/19,0.0,6.2,2.569
353,2001/12/20,0.22,5.1,2.568
354,2001/12/21,0.04,4.0,2.568
355,2001/12/22,0.02,6.0,2.567
356,2001/12/23,0.14,1.4,2.566
357,2001/12/24,1.04,2.5,2.566
358,2001/12/25,4.94,5.6,2.565
359,2001/12/26,0.04,1.1,2.564
360,2001/12/27,0.41,1.5,2.564
361,2001/12/28,0.0,7.4,2.563
362,2001/12/29,0.96,6.55,2.562
363,2001/12/30,0.07,5.7,2.562
364,2001/12/31,3.94,5.7,2.561
365,2002/ 1/ 1,0.34,5.7,2.56
366,2002/ 1/ 2,0.0,5.9,2.559
367,2002/ 1/ 3,0.39,1.7,2.559
368,2002/ 1/ 4,1.03,6.5,2.558
369,2002/ 1/ 5,0.14,6.1,2.557
370,2002/ 1/ 6,0.74,8.4,2.557
371,2002/ 1/ 7,3.51,10.7,2.556
372,2002/ 1/ 8,0.0,2.3,2.555
373,2002/ 1/ 9,0.26,2.1,2.554
374,2002/ 1/10,0.16,6.3,2.554
375,2002/ 1/11,0.07,4.85,2.553
376,2002/ 1/12,0.0,3.4,2.584
377,2002/ 1/13,0.42,7.8,2.969
378,2002/ 1/14,3.91,16.15,6.331
379,2002/ 1/15,16.02,24.5,34.526
380,2002/ 1/16,11.11,56.1,61.554
381,2002/ 1/17,2.29,51.6,61.797
382,2002/ 1/18,0.08,28.7,48.364
383,2002/ 1/19,0.08,21.1,41.994
384,2002/ 1/20,2.89,25.0,39.242
385,2002/ 1/21,0.73,15.5,35.523
386,2002/ 1/22,0.08,10.8,31.443
387,2002/ 1/23,0.0,13.1,27.507
388,2002/ 1/24,0.22,11.0,23.961
389,2002/ 1/25,0.0,6.2,20.86
390,2002/ 1/26,1.18,15.1,18.214
391,2002/ 1/27,1.25,10.3,15.88
392,2002/ 1/28,0.09,10.7,13.759
393,2002/ 1/29,0.2,5.4,11.913
394,2002/ 1/30,0.69,11.2,10.281
395,2002/ 1/31,0.0,1.9,8.945
396,2002/ 2/ 1,0.0,10.6,7.995
397,2002/ 2/ 2,0.03,10.9,7.586
398,2002/ 2/ 3,0.0,6.4,7.281
399,2002/ 2/ 4,0.0,10.8,6.738
400,2002/ 2/ 5,0.0,10.6,7.446
401,2002/ 2/ 6,1.04,6.2,8.14
402,2002/ 2/ 7,0.03,15.2,9.008
403,2002/ 2/ 8,0.0,5.8,8.724
404,2002/ 2/ 9,0.0,5.4,7.857
405,2002/ 2/10,0.0,6.0,6.754
406,2002/ 2/11,0.0,5.7,5.852
407,2002/ 2/12,0.0,6.0,5.203
408,2002/ 2/13,0.0,9.8,4.995
409,2002/ 2/14,0.0,5.7,4.773
410,2002/ 2/15,0.0,6.1,4.561
411,2002/ 2/16,0.0,5.8,4.373
412,2002/ 2/17,0.71,6.0,4.212
413,2002/ 2/18,0.06,10.6,3.935
414,2002/ 2/19,0.0,1.3,3.792
415,2002/ 2/20,0.0,5.6,3.64
416,2002/ 2/21,0.01,5.8,4.082
417,2002/ 2/22,0.0,7.7,5.587
418,2002/ 2/23,0.0,7.6,6.46
419,2002/ 2/24,0.0,2.7,7.38
420,2002/ 2/25,0.0,6.7,8.539
421,2002/ 2/26,0.0,7.4,10.212
422,2002/ 2/27,0.0,3.2,12.23
423,2002/ 2/28,0.0,11.9,14.476
424,2002/ 3/ 1,0.0,1.7,15.948
425,2002/ 3/ 2,0.02,9.0,15.865
426,2002/ 3/ 3,0.01,2.9,15.602
427,2002/ 3/ 4,0.0,7.4,14.833
428,2002/ 3/ 5,2.01,5.1,14.979
429,2002/ 3/ 6,1.86,6.4,13.896
430,2002/ 3/ 7,0.0,12.3,12.173
431,2002/ 3/ 8,0.0,9.6,10.465
432,2002/ 3/ 9,0.07,6.9,10.543
433,2002/ 3/10,0.54,12.4,12.28
434,2002/ 3/11,0.0,7.3,13.35
435,2002/ 3/12,0.03,12.7,14.488
436,2002/ 3/13,0.0,17.0,15.207
437,2002/ 3/14,0.03,21.3,15.957
438,2002/ 3/15,0.81,15.0,17.15
439,2002/ 3/16,0.0,7.7,17.165
440,2002/ 3/17,0.0,16.6,16.35
441,2002/ 3/18,0.0,12.3,15.188
442,2002/ 3/19,0.17,16.2,13.979
443,2002/ 3/20,1.07,0.1,14.096
444,2002/ 3/21,12.03,27.8,38.636
445,2002/ 3/22,0.08,37.3,44.284
446,2002/ 3/23,0.0,28.1,38.085
447,2002/ 3/24,0.34,24.3,34.804
448,2002/ 3/25,0.0,19.3,31.0
449,2002/ 3/26,0.0,13.2,27.164
450,2002/ 3/27,0.0,14.2,23.274
451,2002/ 3/28,0.0,11.8,19.578
452,2002/ 3/29,0.01,6.1,16.399
453,2002/ 3/30,10.55,22.8,27.056
454,2002/ 3/31,0.13,14.6,29.896
455,2002/ 4/ 1,0.0,27.4,28.663
456,2002/ 4/ 2,0.0,21.9,25.631
457,2002/ 4/ 3,0.0,15.2,21.885
458,2002/ 4/ 4,0.28,20.3,18.506
459,2002/ 4/ 5,0.0,5.5,15.049
460,2002/ 4/ 6,21.26,37.5,51.017
461,2002/ 4/ 7,0.1,46.0,61.666
462,2002/ 4/ 8,0.0,50.8,49.219
463,2002/ 4/ 9,0.0,39.8,42.003
464,2002/ 4/10,0.0,23.8,37.121
465,2002/ 4/11,0.0,32.9,32.383
466,2002/ 4/12,6.86,21.5,36.431
467,2002/ 4/13,0.11,23.8,35.5
468,2002/ 4/14,0.0,27.5,31.95
469,2002/ 4/15,0.0,15.6,27.815
470,2002/ 4/16,20.34,27.5,65.049
471,2002/ 4/17,0.0,75.2,74.113
472,2002/ 4/18,0.0,63.6,56.238
473,2002/ 4/19,0.0,47.9,46.239
474,2002/ 4/20,0.0,39.9,40.228
475,2002/ 4/21,0.0,34.9,34.402
476,2002/ 4/22,0.04,27.5,28.855
477,2002/ 4/23,0.0,28.4,23.858
478,2002/ 4/24,0.0,17.3,19.349
479,2002/ 4/25,0.0,33.5,15.679
480,2002/ 4/26,0.0,21.0,13.131
481,2002/ 4/27,0.01,12.9,11.314
482,2002/ 4/28,0.38,17.6,10.535
483,2002/ 4/29,34.98,29.5,88.279
484,2002/ 4/30,38.69,348.7,411.683
485,2002/ 5/ 1,0.44,329.1,408.483
486,2002/ 5/ 2,0.06,171.5,143.367
487,2002/ 5/ 3,6.48,110.4,108.863
488,2002/ 5/ 4,0.0,80.6,89.755
489,2002/ 5/ 5,0.0,77.5,66.137
490,2002/ 5/ 6,1.14,43.5,55.927
491,2002/ 5/ 7,20.88,59.8,100.778
492,2002/ 5/ 8,0.34,96.8,114.322
493,2002/ 5/ 9,0.0,97.1,84.476
494,2002/ 5/10,0.0,69.3,64.041
495,2002/ 5/11,0.17,61.2,54.087
496,2002/ 5/12,0.0,49.9,46.722
497,2002/ 5/13,0.0,39.0,39.852
498,2002/ 5/14,0.1,45.8,33.965
499,2002/ 5/15,2.16,20.8,31.596
500,2002/ 5/16,17.14,33.7,59.194
501,2002/ 5/17,0.21,74.2,65.14
502,2002/ 5/18,4.65,62.0,62.704
503,2002/ 5/19,2.41,51.6,61.389
504,2002/ 5/20,0.0,35.4,54.044
505,2002/ 5/21,0.0,27.4,47.755
506,2002/ 5/22,0.0,34.3,41.129
507,2002/ 5/23,0.0,29.9,34.506
508,2002/ 5/24,0.0,23.7,28.324
509,2002/ 5/25,0.0,13.7,22.805
510,2002/ 5/26,7.1,21.7,27.324
511,2002/ 5/27,0.0,17.7,27.212
512,2002/ 5/28,0.0,13.9,24.472
513,2002/ 5/29,0.0,20.9,20.782
514,2002/ 5/30,0.58,3.1,17.937
515,2002/ 5/31,0.11,13.9,14.978
516,2002/ 6/ 1,0.26,12.8,12.768
517,2002/ 6/ 2,0.0,4.7,11.986
518,2002/ 6/ 3,0.0,7.3,11.16
519,2002/ 6/ 4,0.0,10.6,10.403
520,2002/ 6/ 5,0.05,18.4,9.69
521,2002/ 6/ 6,0.0,1.4,9.01
522,2002/ 6/ 7,0.0,3.9,8.347
523,2002/ 6/ 8,0.0,6.4,7.746
524,2002/ 6/ 9,0.44,45.9,7.176
525,2002/ 6/10,19.77,29.6,35.125
526,2002/ 6/11,0.99,13.3,42.57
527,2002/ 6/12,14.07,23.5,70.963
528,2002/ 6/13,0.75,19.6,79.8
529,2002/ 6/14,0.16,16.1,58.8
530,2002/ 6/15,3.3,12.2,49.554
531,2002/ 6/16,0.09,20.6,43.677
532,2002/ 6/17,0.0,12.65,36.954
533,2002/ 6/18,0.6,4.7,30.813
534,2002/ 6/19,6.62,12.7,33.42
535,2002/ 6/20,15.15,26.7,62.422
536,2002/ 6/21,0.05,26.8,65.831
537,2002/ 6/22,0.14,16.5,50.227
538,2002/ 6/23,0.64,9.7,44.138
539,2002/ 6/24,6.4,19.3,46.852
540,2002/ 6/25,0.16,19.3,44.436
541,2002/ 6/26,0.0,16.7,39.264
542,2002/ 6/27,0.0,10.2,33.182
543,2002/ 6/28,0.0,12.5,27.146
544,2002/ 6/29,0.0,3.7,21.226
545,2002/ 6/30,0.1,4.2,16.832
546,2002/ 7/ 1,0.02,3.2,13.912
547,2002/ 7/ 2,0.48,6.4,11.896
548,2002/ 7/ 3,0.0,5.8,11.077
549,2002/ 7/ 4,0.03,6.4,10.258
550,2002/ 7/ 5,43.74,20.0,131.97
551,2002/ 7/ 6,20.46,202.0,299.144
552,2002/ 7/ 7,3.94,182.3,270.243
553,2002/ 7/ 8,0.13,104.4,146.058
554,2002/ 7/ 9,0.0,62.2,95.716
555,2002/ 7/10,0.25,48.9,67.205
556,2002/ 7/11,0.0,32.7,53.441
557,2002/ 7/12,0.28,28.7,44.485
558,2002/ 7/13,16.5,34.7,68.686
559,2002/ 7/14,43.75,204.8,348.222
560,2002/ 7/15,3.01,265.0,378.125
561,2002/ 7/16,11.35,135.7,193.378
562,2002/ 7/17,4.98,128.1,172.432
563,2002/ 7/18,3.8,108.4,147.938
564,2002/ 7/19,26.66,116.6,233.584
565,2002/ 7/20,0.3,269.3,236.973
566,2002/ 7/21,0.52,176.3,145.065
567,2002/ 7/22,26.63,140.9,204.749
568,2002/ 7/23,26.5,470.4,407.202
569,2002/ 7/24,1.08,414.1,359.537
570,2002/ 7/25,0.02,220.1,165.461
571,2002/ 7/26,0.01,144.0,110.874
572,2002/ 7/27,0.01,105.0,83.032
573,2002/ 7/28,0.01,78.6,68.279
574,2002/ 7/29,0.0,63.2,57.652
575,2002/ 7/30,0.0,54.0,48.989
576,2002/ 7/31,0.0,41.1,41.927
577,2002/ 8/ 1,0.0,41.0,35.82
578,2002/ 8/ 2,0.0,31.6,30.487
579,2002/ 8/ 3,10.67,45.6,39.389
580,2002/ 8/ 4,6.91,37.1,49.818
581,2002/ 8/ 5,91.47,212.6,788.897
582,2002/ 8/ 6,155.11,3449.6,2366.604
583,2002/ 8/ 7,94.63,2123.8,2687.319
584,2002/ 8/ 8,4.76,1517.0,1269.233
585,2002/ 8/ 9,1.14,497.4,305.957
586,2002/ 8/10,6.15,295.8,199.678
587,2002/ 8/11,4.96,249.1,173.817
588,2002/ 8/12,2.23,190.5,147.5
589,2002/ 8/13,0.47,135.7,117.299
590,2002/ 8/14,1.04,100.2,95.507
591,2002/ 8/15,0.01,85.1,82.808
592,2002/ 8/16,0.27,69.5,73.545
593,2002/ 8/17,0.29,58.4,65.64
594,2002/ 8/18,0.05,52.0,58.358
595,2002/ 8/19,0.01,46.4,51.586
596,2002/ 8/20,0.0,36.2,44.957
597,2002/ 8/21,0.0,32.0,39.347
598,2002/ 8/22,3.05,36.7,38.445
